"Item","Category","Selection Scope","Manufacturer","Manufacturer Part Number","Preferred Distributor","Preferred Distributor Ordering Code","Alternate Distributor","Alternate Distributor Ordering Code","Lifecycle","Stock Status","RoHS","Second Source","Approved Alternate","Approved Alternate Vendor Code","Freeze Status","Sourcing Risk","Requirement Trace Reference","Risk","Review Date"
"02_Power_Conversion/U209","Power","CSR-01A POWER","Texas Instruments","TPS2553QDBVRQ1","Texas Instruments","TPS2553QDBVRQ1","Functional alternate only","TPS2551QDBVRQ1 (functional review required)","ACTIVE / PRODUCTION - manufacturer review 2026-07-31","Manufacturer orderable; distributor snapshot requires PO revalidation","NOT REVIEWED - BLOCKED","No approved drop-in second source","TPS2551QDBVRQ1 (functional review required)","","BLOCKED","BLOCKED - EXTERNAL EVIDENCE ACQUISITION","PACS-01; QER-01/02/03; PPQ-01/02; applicable ECO","ANALYSIS INCOMPLETE - ECO-008R implements a generic 141 kOhm +/-1%, <=100 ppm/degC RILIM with calculated 162.8..222.4 mA bounds under QER-02; exact MPN/suffix/package, thermal, reverse-current, lifecycle, sourcing, cost, and prototype evidence remain CSR-01A-R4 work. PACS-01 reviewed candidate TPS2553QDBVRQ1; package rejected as a whole because U101 and U801 remain blocked. Do not procure or assign footprint. PACS-01R: BLOCKED - exact active candidate retained; thermal/tool, dependent-passive, prototype, alternate, and current commercial evidence closure required. PACS-01R-B1R-X: external tool, authoritative thermal and authenticated commercial artifacts remain open; see docs/evidence/External_Evidence_Acquisition_Inventory.csv.","2026-08-01"
"02_Power_Conversion/U212","Power","CSR-01A POWER","Texas Instruments","TPS2553QDBVRQ1","Texas Instruments","TPS2553QDBVRQ1","Functional alternate only","TPS2551QDBVRQ1 (functional review required)","ACTIVE / PRODUCTION - manufacturer review 2026-07-31","Manufacturer orderable; distributor snapshot requires PO revalidation","NOT REVIEWED - BLOCKED","No approved drop-in second source","TPS2551QDBVRQ1 (functional review required)","","BLOCKED","BLOCKED - EXTERNAL EVIDENCE ACQUISITION","PACS-01; QER-01/02/03; PPQ-01/02; applicable ECO","ANALYSIS INCOMPLETE - ECO-008R implements a generic 141 kOhm +/-1%, <=100 ppm/degC RILIM with calculated 162.8..222.4 mA bounds under QER-02; exact MPN/suffix/package, thermal, reverse-current, lifecycle, sourcing, cost, and prototype evidence remain CSR-01A-R4 work. PACS-01 reviewed candidate TPS2553QDBVRQ1; package rejected as a whole because U101 and U801 remain blocked. Do not procure or assign footprint. PACS-01R: BLOCKED - exact active candidate retained; thermal/tool, dependent-passive, prototype, alternate, and current commercial evidence closure required. PACS-01R-B1R-X: external tool, authoritative thermal and authenticated commercial artifacts remain open; see docs/evidence/External_Evidence_Acquisition_Inventory.csv.","2026-08-01"
"02_Power_Conversion/U213","Power","CSR-01A POWER","Texas Instruments","TPS2553QDBVRQ1","Texas Instruments","TPS2553QDBVRQ1","Functional alternate only","TPS2551QDBVRQ1 (functional review required)","ACTIVE / PRODUCTION - manufacturer review 2026-07-31","Manufacturer orderable; distributor snapshot requires PO revalidation","NOT REVIEWED - BLOCKED","No approved drop-in second source","TPS2551QDBVRQ1 (functional review required)","","BLOCKED","BLOCKED - EXTERNAL EVIDENCE ACQUISITION","PACS-01; QER-01/02/03; PPQ-01/02; applicable ECO","ANALYSIS INCOMPLETE - ECO-008R implements a generic 141 kOhm +/-1%, <=100 ppm/degC RILIM with calculated 162.8..222.4 mA bounds under QER-02; exact MPN/suffix/package, thermal, reverse-current, lifecycle, sourcing, cost, and prototype evidence remain CSR-01A-R4 work. PACS-01 reviewed candidate TPS2553QDBVRQ1; package rejected as a whole because U101 and U801 remain blocked. Do not procure or assign footprint. PACS-01R: BLOCKED - exact active candidate retained; thermal/tool, dependent-passive, prototype, alternate, and current commercial evidence closure required. PACS-01R-B1R-X: external tool, authoritative thermal and authenticated commercial artifacts remain open; see docs/evidence/External_Evidence_Acquisition_Inventory.csv.","2026-08-01"
"01_Power_Entry/D101","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"01_Power_Entry/D102","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"01_Power_Entry/D103","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"01_Power_Entry/D104","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"01_Power_Entry/F101","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D201","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D202","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D203","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D204","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D205","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D206","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D207","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D208","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D209","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"02_Power_Conversion/D210","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"04_Safety_Inputs/D401","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D402","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D403","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D404","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D405","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D406","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/D407","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D501","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D502","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D503","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D504","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D505","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D506","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D507","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"05_Motor_Interfaces/D508","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"06_Relay_MasterInhibit/D601","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"08_Expansion/D801","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"08_Expansion/D802","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"08_Expansion/D803","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"09_Connectors_Test/D901","Protection","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"09_Connectors_Test/D902","Protection","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","TRANSIENT COORDINATION UNRESOLVED â€” clamp/current/energy/leakage/fault coordination and exact manufacturer evidence are incomplete.","2026-07-31"
"06_Relay_MasterInhibit/K601","Relays","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/U404","Safety","OUTSIDE CSR-01A","Texas Instruments","SN74LVC1G17QDBVRQ1","Texas Instruments / authorized distributor","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","ACTIVE â€” official TI evidence checked 2026-08-04","Exact active TI production order code; commercial stock snapshot deferred","Manufacturer production order code; compliance confirmation required at purchase","NOT YET FROZEN","","","NOT YET FROZEN","MEDIUM â€” second-source and current distributor evidence deferred","QER-04; ECO-011A1R; ADR-042","Exact device selected; footprint, commercial evidence and prototype qualification remain gated.","2026-07-31"
"04_Safety_Inputs/U405","Safety","OUTSIDE CSR-01A","Texas Instruments","SN74LVC1G17QDBVRQ1","Texas Instruments / authorized distributor","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","ACTIVE â€” official TI evidence checked 2026-08-04","Exact active TI production order code; commercial stock snapshot deferred","Manufacturer production order code; compliance confirmation required at purchase","NOT YET FROZEN","","","NOT YET FROZEN","MEDIUM â€” second-source and current distributor evidence deferred","QER-04; ECO-011A1R; ADR-042","Exact device selected; footprint, commercial evidence and prototype qualification remain gated.","2026-07-31"
"02_Power_Conversion/U207","Sensors","CSR-01A POWER","Texas Instruments","TPS22918TDBVRQ1","Texas Instruments","TPS22918TDBVRQ1","Functional alternate only","TPS22995H-Q1 (functional, different pinout)","ACTIVE / PRODUCTION - manufacturer review 2026-07-31","Manufacturer orderable; distributor snapshot requires PO revalidation","NOT REVIEWED - BLOCKED","No approved drop-in second source","TPS22995H-Q1 (functional, different pinout)","","BLOCKED","BLOCKED - EXTERNAL EVIDENCE ACQUISITION","PACS-01; QER-01/02/03; PPQ-01/02; applicable ECO","ANALYSIS INCOMPLETE â€” exact suffix equations, pin mapping, thresholds, timing, partial-power, thermal, and fault behavior are not all closed. PACS-01 reviewed candidate TPS22918TDBVRQ1; package rejected as a whole because U101 and U801 remain blocked. Do not procure or assign footprint. PACS-01R: BLOCKED - exact active candidate retained; thermal/tool, dependent-passive, prototype, alternate, and current commercial evidence closure required. PACS-01R-B1R-X: external tool, authoritative thermal and authenticated commercial artifacts remain open; see docs/evidence/External_Evidence_Acquisition_Inventory.csv.","2026-08-01"
"07_UI_Peripherals/U705","Sensors","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/TP401","Test","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/TP402","Test","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
"04_Safety_Inputs/TP403","Test","OUTSIDE CSR-01A","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","","","NOT YET FROZEN","NOT YET FROZEN","NOT YET FROZEN","Outside current package; do not source or assign a footprint.","2026-07-31"
